,composer,filename,note_corpus
0,albeniz,alb_esp1.mid,"[81, 88, 86, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 57, 61, 64, 69, 73, 76, 69, 73, 76, 81, 85, 88, 85, 81, 76, 73, 69, 76, 73, 69, 64, 61, 57, 81, 88, 86, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 81, 82, 84, 86, 89, 86, 88, 86, 84, 82, 81, 82, 84, 86, 88, 91, 89, 86, 88, 86, 84, 82, 86, 85, 70, 61, 69, 61, 70, 69, 61, 70, 69, 62, 69, 67, 69, 62, 67, 62, 69, 67, 61, 70, 69, 70, 61, 69, 61, 70, 69, 70, 62, 69, 69, 62, 67, 67, 62, 64, 61, 70, 69, 70, 61, 69, 70, 61, 69, 67, 57, 65, 57, 67, 65, 67, 57, 65, 60, 65, 64, 65, 60, 64, 60, 65, 64, 64, 58, 62, 64, 58, 62, 64, 58, 62, 61, 70, 69, 61, 70, 69, 61, 70, 69, 69, 62, 67, 62, 69, 67, 62, 69, 67, 70, 61, 69, 61, 70, 69, 70, 61, 69, 69, 62, 67, 62, 69, 67, 69, 62, 67, 81, 83, 85, 86, 88, 89, 88, 89, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 81, 83, 85, 86, 88, 89, 91, 93, 94, 96, 94, 93, 91, 93, 93, 91, 94, 93, 89, 91, 89, 87, 86, 88, 84, 82, 61, 70, 69, 70, 61, 69, 61, 70, 69, 69, 62, 67, 69, 62, 67, 69, 62, 67, 61, 70, 69, 70, 61, 69, 70, 61, 69, 70, 62, 69, 62, 69, 67, 67, 62, 64, 61, 70, 69, 70, 61, 69, 61, 70, 69, 67, 57, 65, 67, 57, 65, 67, 57, 65, 60, 65, 64, 60, 65, 64, 60, 65, 64, 64, 58, 62, 58, 64, 62, 58, 64, 62, 64, 61, 58, 64, 62, 61, 64, 58, 64, 62, 70, 76, 82, 84, 86, 89, 86, 84, 84, 86, 84, 82, 77, 82, 81, 80, 77, 76, 74, 57, 61, 64, 69, 73, 76, 69, 73, 76, 81, 85, 88, 69, 73, 76, 81, 85, 88, 81, 85, 88, 93, 97, 100, 93, 105, 57, 64, 62, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 45, 52, 57, 61, 64, 69, 73, 61, 64, 69, 73, 76, 81, 76, 73, 69, 64, 61, 69, 64, 61, 57, 57, 52, 45, 57, 64, 62, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 57, 58, 60, 62, 65, 62, 64, 62, 60, 58, 57, 58, 60, 62, 64, 67, 65, 62, 64, 62, 60, 58, 62, 61, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 41, 48, 57, 48, 55, 60, 55, 57, 60, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 57, 59, 61, 62, 64, 65, 64, 65, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 57, 59, 61, 62, 64, 65, 67, 69, 70, 72, 70, 69, 67, 69, 69, 67, 70, 69, 65, 67, 65, 63, 62, 64, 60, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 41, 48, 57, 48, 55, 60, 55, 57, 60, 58, 45, 52, 57, 50, 52, 53, 55, 57, 58, 60, 58, 57, 45, 52, 57, 50, 52, 53, 55, 57, 58, 60, 58, 57, 56, 62, 58, 60, 62, 65, 62, 60, 60, 62, 60, 58, 53, 58, 57, 56, 53, 52, 50, 45, 52, 57, 61, 64, 69, 73, 61, 64, 69, 73, 76, 81, 61, 64, 69, 73, 76, 81, 73, 76, 81, 85, 88, 85, 69, 76]"
1,albeniz,alb_esp2.mid,"[57, 69, 66, 62, 57, 62, 66, 69, 57, 62, 66, 66, 66, 66, 69, 67, 66, 57, 62, 66, 69, 66, 74, 76, 66, 78, 73, 76, 74, 65, 71, 66, 61, 67, 64, 67, 66, 69, 67, 71, 73, 69, 73, 76, 71, 74, 71, 74, 73, 76, 71, 74, 73, 69, 73, 76, 67, 71, 71, 74, 66, 69, 69, 73, 64, 67, 65, 71, 69, 66, 62, 74, 62, 74, 73, 71, 67, 62, 73, 71, 74, 62, 66, 67, 66, 65, 66, 62, 67, 71, 74, 73, 71, 74, 62, 66, 68, 78, 69, 78, 76, 67, 73, 68, 74, 71, 69, 76, 64, 73, 61, 66, 69, 71, 73, 69, 62, 76, 74, 73, 73, 68, 62, 71, 61, 69, 57, 62, 66, 66, 66, 66, 69, 67, 66, 62, 57, 66, 69, 66, 74, 76, 78, 73, 76, 74, 65, 71, 66, 61, 67, 64, 67, 66, 70, 67, 71, 70, 73, 76, 73, 74, 67, 64, 64, 66, 70, 74, 73, 66, 70, 72, 66, 73, 74, 78, 70, 76, 65, 71, 73, 66, 74, 74, 67, 71, 73, 76, 78, 76, 71, 66, 71, 74, 74, 67, 71, 73, 76, 78, 76, 71, 66, 71, 74, 74, 62, 66, 71, 73, 74, 71, 66, 66, 61, 70, 70, 68, 65, 70, 73, 71, 70, 68, 73, 61, 66, 70, 70, 71, 65, 73, 77, 75, 77, 75, 73, 70, 61, 63, 65, 63, 65, 63, 61, 70, 66, 71, 66, 65, 63, 65, 71, 61, 66, 70, 71, 72, 73, 77, 75, 73, 65, 71, 73, 77, 75, 77, 75, 73, 66, 61, 70, 62, 66, 69, 74, 71, 62, 69, 67, 74, 65, 61, 73, 61, 66, 60, 63, 66, 69, 67, 59, 66, 64, 71, 64, 61, 65, 57, 62, 66, 66, 66, 66, 69, 67, 66, 66, 57, 62, 69, 66, 74, 76, 66, 78, 73, 76, 74, 71, 65, 66, 61, 67, 64, 67, 66, 69, 67, 71, 69, 73, 73, 76, 71, 74, 74, 71, 73, 76, 71, 74, 69, 73, 73, 76, 67, 71, 74, 71, 66, 69, 69, 73, 64, 67, 65, 71, 66, 69, 62, 74, 74, 64, 65, 69, 70, 74, 76, 79, 69, 77, 72, 69, 70, 69, 67, 65, 61, 70, 62, 66, 67, 70, 73, 76, 66, 74, 65, 66, 69, 62, 67, 66, 60, 63, 66, 67, 69, 67, 66, 66, 59, 71, 66, 64, 61, 67, 66, 66, 64, 57, 62, 66, 69, 57, 62, 66, 69, 54, 57, 66, 62, 86, 81, 74, 38, 50, 33, 45, 38, 50, 33, 45, 50, 56, 57, 45, 50, 56, 57, 45, 50, 56, 57, 51, 52, 56, 57, 45, 49, 56, 57, 45, 52, 56, 57, 45, 49, 56, 57, 45, 50, 56, 57, 47, 54, 47, 53, 47, 54, 62, 54, 47, 55, 62, 55, 47, 53, 54, 59, 62, 61, 58, 59, 62, 61, 54, 47, 53, 40, 52, 45, 56, 57, 61, 59, 57, 50, 56, 57, 45, 50, 56, 57, 45, 50, 56, 57, 51, 52, 58, 59, 55, 52, 49, 59, 67, 59, 42, 53, 54, 64, 57, 58, 66, 54, 47, 54, 62, 54, 47, 55, 61, 55, 47, 53, 54, 57, 55, 54, 47, 55, 61, 55, 47, 53, 54, 57, 55, 54, 44, 49, 50, 56, 37, 48, 49, 53, 51, 49, 59, 49, 61, 65, 63, 61, 59, 42, 48, 49, 61, 42, 49, 59, 54, 42, 49, 58, 49, 42, 49, 56, 49, 42, 49, 58, 54, 42, 49, 59, 54, 42, 50, 60, 55, 60, 59, 49, 59, 54, 58, 47, 57, 52, 57, 55, 45, 55, 38, 56, 57, 45, 38, 56, 57, 45, 50, 56, 57, 51, 52, 56, 57, 45, 49, 56, 57, 45, 52, 56, 57, 45, 49, 56, 57, 45, 50, 56, 57, 54, 50, 46, 53, 62, 53, 41, 47, 48, 57, 43, 50, 58, 50, 38, 44, 45, 58, 57, 47, 57, 52, 57, 55, 45, 58, 57, 57, 55, 38, 33, 38, 33, 38, 45, 50, 62, 69, 78]"
2,albeniz,alb_esp3.mid,"[71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 87, 95, 102, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 83, 78, 80, 77, 81, 76, 78, 75, 74, 79, 72, 74, 71, 74, 67, 71, 69, 69, 76, 76, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 87, 95, 102, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 75, 78, 76, 84, 86, 84, 81, 84, 75, 78, 76, 84, 86, 84, 81, 84, 77, 80, 81, 76, 75, 78, 74, 79, 72, 74, 71, 74, 67, 71, 69, 69, 76, 76, 81, 83, 85, 87, 88, 90, 91, 93, 91, 93, 91, 90, 88, 90, 91, 90, 86, 83, 84, 86, 88, 90, 91, 88, 86, 88, 86, 83, 79, 81, 83, 86, 84, 83, 84, 88, 75, 83, 71, 75, 83, 71, 75, 83, 71, 76, 81, 72, 76, 81, 72, 76, 81, 72, 75, 83, 71, 83, 75, 71, 83, 75, 71, 81, 76, 72, 76, 81, 72, 76, 81, 72, 75, 83, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 83, 75, 71, 75, 83, 71, 75, 83, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 99, 90, 87, 71, 76, 74, 76, 74, 76, 74, 76, 74, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 76, 74, 76, 74, 76, 74, 76, 78, 76, 74, 72, 52, 55, 60, 64, 67, 72, 76, 79, 84, 88, 100, 72, 76, 74, 76, 78, 79, 76, 78, 76, 74, 72, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 74, 72, 71, 69, 71, 72, 74, 72, 71, 69, 50, 54, 60, 62, 66, 72, 74, 78, 84, 86, 90, 72, 74, 76, 78, 79, 78, 76, 74, 76, 78, 76, 74, 72, 74, 76, 74, 72, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 76, 64, 66, 69, 72, 88, 74, 76, 74, 72, 71, 72, 74, 72, 71, 69, 67, 66, 67, 66, 64, 62, 60, 62, 63, 64, 66, 69, 67, 66, 64, 63, 64, 60, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 87, 95, 102, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 78, 83, 77, 80, 76, 81, 75, 78, 74, 79, 74, 72, 71, 74, 67, 71, 69, 69, 76, 81, 76, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 87, 95, 102, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 75, 78, 76, 84, 86, 84, 81, 84, 75, 78, 76, 84, 86, 84, 81, 84, 77, 80, 81, 76, 75, 78, 74, 79, 74, 72, 74, 71, 67, 71, 69, 69, 76, 81, 76, 83, 85, 87, 88, 90, 91, 93, 91, 93, 91, 90, 88, 90, 91, 90, 86, 83, 84, 86, 88, 90, 91, 88, 86, 88, 86, 83, 79, 81, 83, 86, 84, 83, 84, 88, 75, 83, 71, 83, 75, 71, 75, 83, 71, 76, 81, 72, 81, 76, 72, 76, 81, 72, 83, 75, 71, 75, 83, 71, 75, 83, 71, 81, 76, 72, 81, 76, 72, 81, 76, 72, 75, 83, 71, 75, 83, 71, 75, 83, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 83, 75, 71, 75, 83, 71, 75, 83, 71, 83, 75, 71, 83, 75, 71, 90, 87, 99, 71, 69, 67, 69, 71, 72, 63, 71, 87, 78, 75, 59, 63, 66, 64, 66, 64, 60, 69, 59, 63, 66, 64, 66, 64, 60, 69, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 60, 66, 59, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 63, 62, 61, 60, 59, 54, 55, 59, 55, 60, 66, 60, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 60, 66, 59, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 71, 69, 66, 69, 71, 69, 66, 69, 71, 74, 73, 72, 71, 66, 55, 59, 55, 60, 66, 60, 59, 61, 63, 64, 66, 67, 69, 67, 69, 67, 66, 64, 66, 67, 66, 62, 59, 60, 62, 64, 66, 67, 64, 62, 64, 62, 59, 55, 57, 59, 62, 60, 59, 60, 64, 59, 66, 75, 59, 66, 76, 59, 66, 75, 59, 66, 76, 59, 66, 75, 78, 75, 78, 75, 78, 75, 78, 75, 78, 83, 78, 71, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 36, 43, 48, 52, 55, 60, 64, 67, 72, 76, 79, 84, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 38, 45, 50, 54, 57, 62, 66, 69, 74, 78, 81, 84, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 45, 54, 57, 60, 76, 78, 81, 84, 59, 63, 66, 64, 66, 64, 60, 69, 59, 63, 66, 64, 66, 64, 60, 69, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 60, 66, 59, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 63, 62, 61, 60, 59, 54, 55, 59, 55, 60, 66, 60, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 60, 66, 59, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 71, 69, 66, 69, 71, 69, 66, 69, 71, 74, 73, 72, 71, 66, 55, 59, 55, 60, 66, 60, 59, 61, 63, 64, 66, 67, 69, 67, 69, 67, 66, 64, 66, 67, 66, 62, 59, 60, 62, 64, 66, 67, 64, 62, 64, 62, 59, 55, 57, 59, 62, 60, 59, 60, 64, 59, 66, 75, 59, 66, 76, 59, 66, 75, 59, 66, 76, 59, 66, 75, 78, 75, 78, 75, 78, 75, 78, 75, 78, 83, 78, 71, 48, 54, 60, 64, 66, 47, 54, 59, 66, 71]"
3,albeniz,alb_esp4.mid,"[79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 81, 74, 84, 82, 89, 80, 86, 88, 79, 84, 78, 87, 84, 79, 86, 74, 81, 84, 79, 74, 82, 71, 80, 79, 72, 73, 74, 79, 75, 82, 79, 70, 74, 82, 70, 74, 72, 69, 72, 75, 77, 81, 74, 77, 70, 74, 70, 67, 79, 75, 75, 72, 69, 72, 69, 66, 74, 77, 70, 74, 67, 70, 63, 67, 70, 66, 69, 60, 74, 74, 72, 74, 72, 71, 72, 74, 75, 70, 67, 72, 73, 74, 79, 74, 70, 66, 69, 67, 74, 79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 81, 74, 86, 77, 75, 74, 75, 74, 72, 71, 72, 74, 75, 74, 68, 73, 74, 67, 77, 75, 74, 75, 72, 67, 70, 65, 74, 77, 78, 82, 81, 84, 82, 84, 82, 81, 82, 86, 84, 77, 89, 70, 72, 74, 77, 75, 74, 75, 74, 71, 70, 68, 66, 70, 70, 65, 68, 70, 70, 66, 69, 75, 70, 71, 74, 77, 78, 77, 70, 78, 77, 75, 71, 70, 66, 70, 70, 65, 68, 70, 66, 70, 69, 75, 74, 72, 74, 72, 71, 72, 74, 75, 67, 70, 72, 73, 74, 79, 74, 70, 66, 69, 67, 74, 79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 74, 81, 84, 82, 80, 89, 86, 84, 79, 88, 84, 78, 87, 86, 79, 84, 74, 81, 74, 82, 79, 80, 71, 79, 72, 73, 74, 82, 75, 79, 74, 70, 79, 82, 74, 70, 72, 69, 75, 72, 81, 77, 74, 77, 74, 70, 67, 70, 75, 79, 72, 75, 69, 72, 69, 66, 77, 74, 74, 70, 67, 70, 67, 63, 70, 66, 60, 69, 70, 71, 59, 62, 64, 62, 59, 62, 62, 71, 59, 65, 64, 62, 59, 62, 62, 72, 60, 62, 64, 62, 60, 62, 60, 68, 62, 69, 60, 62, 64, 62, 60, 62, 60, 70, 62, 71, 59, 62, 64, 62, 59, 62, 59, 71, 62, 64, 62, 67, 65, 64, 62, 71, 62, 64, 68, 72, 74, 60, 72, 65, 64, 60, 64, 60, 72, 67, 60, 66, 69, 66, 60, 64, 69, 60, 62, 70, 71, 59, 62, 64, 62, 59, 62, 62, 71, 59, 65, 64, 62, 59, 62, 62, 72, 60, 62, 64, 62, 60, 62, 60, 68, 62, 69, 60, 62, 64, 62, 60, 62, 60, 70, 62, 71, 59, 62, 64, 62, 59, 62, 62, 64, 59, 69, 67, 64, 71, 64, 76, 71, 74, 62, 67, 66, 65, 64, 73, 66, 62, 71, 69, 72, 68, 71, 71, 74, 69, 72, 68, 71, 65, 68, 66, 69, 69, 72, 72, 76, 76, 79, 74, 78, 81, 78, 74, 78, 72, 76, 69, 72, 68, 71, 71, 74, 69, 72, 68, 71, 70, 74, 69, 72, 67, 70, 65, 68, 66, 69, 69, 72, 72, 75, 75, 79, 74, 78, 81, 78, 74, 78, 72, 75, 67, 69, 66, 74, 69, 72, 67, 70, 75, 77, 79, 77, 75, 84, 79, 75, 82, 79, 75, 77, 75, 63, 67, 72, 70, 67, 70, 75, 79, 75, 79, 67, 70, 75, 77, 79, 77, 75, 84, 79, 75, 82, 79, 75, 77, 75, 63, 67, 72, 70, 67, 70, 75, 79, 70, 74, 82, 79, 70, 74, 69, 72, 72, 75, 77, 81, 74, 77, 70, 74, 67, 70, 75, 79, 72, 75, 69, 72, 66, 69, 74, 77, 70, 74, 67, 70, 63, 67, 70, 60, 66, 69, 74, 74, 72, 74, 72, 71, 72, 74, 75, 67, 70, 72, 73, 74, 79, 74, 66, 70, 69, 67, 74, 79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 74, 81, 86, 77, 75, 74, 75, 74, 72, 71, 72, 74, 75, 74, 68, 73, 74, 67, 77, 75, 74, 75, 72, 67, 65, 70, 74, 77, 78, 82, 81, 84, 82, 84, 82, 81, 82, 86, 77, 84, 89, 70, 72, 74, 77, 75, 74, 75, 74, 71, 70, 68, 66, 70, 70, 65, 68, 70, 66, 70, 69, 75, 70, 71, 74, 77, 78, 70, 77, 78, 77, 75, 71, 70, 66, 70, 70, 65, 68, 70, 66, 70, 69, 75, 74, 72, 74, 72, 71, 72, 74, 75, 67, 70, 72, 73, 74, 79, 74, 66, 70, 69, 67, 74, 79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 74, 81, 84, 82, 80, 89, 86, 88, 84, 79, 78, 84, 87, 86, 79, 84, 81, 74, 74, 79, 82, 71, 80, 79, 72, 73, 74, 82, 79, 75, 70, 74, 82, 79, 70, 74, 69, 72, 72, 75, 77, 81, 74, 77, 70, 74, 67, 70, 75, 79, 72, 75, 69, 72, 66, 69, 74, 77, 70, 74, 67, 70, 63, 67, 70, 60, 66, 69, 70, 59, 62, 67, 71, 56, 60, 63, 68, 70, 72, 62, 67, 71, 74, 56, 58, 60, 63, 68, 72, 75, 84, 74, 79, 83, 91, 83, 86, 95, 59, 62, 67, 71, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 47, 60, 62, 65, 68, 59, 48, 67, 63, 57, 38, 62, 60, 50, 61, 62, 61, 62, 61, 60, 50, 43, 50, 58, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 48, 66, 60, 63, 67, 41, 68, 60, 63, 69, 46, 61, 69, 66, 62, 70, 59, 48, 59, 60, 62, 63, 41, 74, 75, 72, 77, 75, 74, 73, 74, 70, 69, 65, 46, 62, 53, 46, 63, 59, 54, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 56, 68, 62, 59, 46, 66, 58, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 64, 62, 58, 65, 48, 70, 67, 63, 60, 69, 38, 62, 60, 50, 61, 62, 61, 62, 61, 60, 50, 43, 50, 58, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 43, 50, 38, 50, 44, 50, 38, 50, 45, 50, 38, 50, 42, 50, 38, 50, 43, 50, 38, 50, 56, 52, 59, 57, 56, 52, 45, 52, 51, 53, 51, 38, 55, 54, 43, 50, 38, 50, 44, 50, 38, 50, 45, 50, 38, 50, 42, 50, 38, 50, 43, 50, 55, 49, 50, 49, 54, 55, 61, 54, 42, 47, 57, 55, 53, 54, 59, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 63, 65, 63, 62, 63, 62, 61, 73, 61, 37, 63, 65, 63, 62, 63, 62, 61, 73, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 47, 60, 62, 65, 68, 59, 48, 67, 63, 57, 38, 62, 60, 50, 61, 62, 61, 62, 61, 60, 50, 43, 50, 58, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 48, 66, 60, 63, 67, 41, 68, 60, 63, 69, 46, 61, 69, 66, 62, 70, 59, 48, 59, 60, 62, 63, 41, 74, 75, 72, 77, 75, 74, 73, 74, 70, 69, 65, 46, 62, 53, 46, 63, 59, 54, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 56, 68, 62, 59, 46, 66, 58, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 64, 62, 58, 65, 48, 70, 67, 63, 60, 69, 38, 62, 60, 50, 61, 62, 61, 62, 61, 60, 50, 43, 50, 58, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 43, 49, 50, 53, 51, 53, 51, 50, 43, 51, 43, 49, 50, 53, 51, 53, 51, 50, 43, 51, 43, 49, 50, 53, 51, 53, 51, 50, 55, 59, 61, 62, 65, 63, 62, 67, 71, 73, 74, 77, 75, 74, 67, 74, 79, 43, 50, 55]"
